"longitude","latitude","start_date","end_date","label","cube"
-55.1725,-15.6072,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.0236,-13.3774,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.499,-12.849,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.5958,-13.745,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.7627,-11.901,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.5298,-12.29,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-59.192,-13.9994,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2346,-15.6764,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0224,-12.8457,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-59.1425,-13.6505,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2485,-15.4749,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0182,-13.2415,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.4891,-17.13,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.8213,-17.3764,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0227,-13.5494,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9612,-13.4852,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.1645,-15.8484,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9028,-13.6296,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.9253,-16.8551,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1332,-15.2513,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.3523,-13.8174,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.634,-14.1807,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8056,-13.3433,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.3056,-13.7971,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1984,-15.6365,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.9011,-14.5712,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1109,-15.0824,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.0561,-14.96,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.502,-17.1381,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.1765,-13.8629,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9125,-13.6159,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.5467,-12.9011,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.6493,-14.1442,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.994,-13.1449,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.0793,-15.0297,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.2219,-13.8207,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.2945,-16.0852,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.9771,-15.086,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.4259,-15.3834,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.0389,-13.5202,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.3014,-16.0488,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9829,-14.0318,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.3076,-13.7615,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.1796,-13.4449,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.4167,-14.1794,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0048,-13.2489,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.0083,-14.9892,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.032,-15.618,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.4361,-11.6098,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.99,-13.9995,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.4557,-14.1726,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.6575,-16.7695,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.2541,-13.4422,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1477,-15.2498,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.3672,-13.4531,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.5125,-12.0263,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2944,-16.1041,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1865,-15.5557,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.5493,-14.2326,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.5923,-13.5554,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.02,-13.9169,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9801,-13.9966,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.5312,-12.9033,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.8951,-13.0087,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.8243,-12.7123,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1132,-15.1818,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.3329,-11.3271,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.4603,-15.5845,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.0537,-15.6193,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.3877,-15.5715,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.463,-13.5616,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.6037,-12.9977,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.2936,-15.5213,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.5982,-13.7426,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.923,-15.4748,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.8366,-17.3597,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.876,-14.1551,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1235,-16.7928,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0299,-13.2695,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.2932,-13.6776,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.6415,-15.4583,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.9641,-13.1433,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.2213,-15.8108,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9776,-13.9624,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.7108,-16.8862,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.758,-13.5757,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.6123,-15.5462,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8471,-13.4143,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2993,-16.0617,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.9189,-16.8473,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.6282,-17.1293,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.0878,-15.0568,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0397,-12.9939,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.3181,-15.9091,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.233,-15.4087,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.7215,-14.1289,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.1802,-13.9851,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1246,-15.2373,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.4756,-11.7657,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2496,-15.4529,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.0791,-15.4955,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.7602,-14.151,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.6112,-13.0082,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0226,-13.1228,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.9985,-14.1687,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.9799,-15.1036,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-52.268,-15.7451,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.258,-15.7335,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.9901,-15.6338,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.1665,-15.6325,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.1593,-15.6311,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.0186,-15.6269,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.1794,-15.6232,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.5105,-15.6034,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.5045,-15.6032,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.5718,-15.5595,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4829,-15.5316,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4784,-15.5295,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4695,-15.4918,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4723,-15.4915,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4688,-15.4881,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4735,-15.4812,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4697,-15.4682,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4639,-15.4635,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.46,-15.458,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.448,-15.4249,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4498,-15.4131,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.411,-15.396,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4416,-15.3959,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4301,-15.389,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-53.4354,-15.3869,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.2031,-15.3347,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.1968,-15.3257,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.169,-15.3129,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.1666,-15.3113,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.1574,-15.2868,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.0865,-15.0384,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.086,-15.0338,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.084,-15.0285,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.259,-15.0093,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.2669,-14.973,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.2759,-14.8944,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.2852,-14.8879,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.0966,-14.8223,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.0981,-14.8176,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.0996,-14.8128,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.1013,-14.8022,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.103,-14.796,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.3375,-14.7552,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.3403,-14.6971,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.3618,-14.6092,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.3608,-14.5318,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-56.1942,-14.4953,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1913,-14.1649,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1467,-13.9824,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1358,-13.9751,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-56.9027,-13.9106,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-56.3317,-13.8117,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-56.0619,-13.7978,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-56.3366,-13.7964,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-57.2571,-13.794,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.018,-13.6994,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0154,-13.6788,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9687,-13.658,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9773,-13.658,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9628,-13.651,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.958,-13.6449,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9549,-13.6401,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9537,-13.6219,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-56.0286,-13.6054,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-56.0269,-13.5856,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9252,-13.5417,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-58.7587,-13.2976,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9059,-13.084,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8978,-13.0664,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8857,-13.0366,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-58.1299,-12.8093,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-58.2099,-12.7694,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8559,-12.7273,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8604,-12.7146,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8699,-12.7132,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8716,-12.7054,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8957,-12.6762,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.8997,-12.6694,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.93,-12.6578,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9208,-12.6546,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9314,-12.6528,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9255,-12.6511,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0175,-12.6409,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9672,-12.636,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0267,-12.63,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0524,-12.6286,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1089,-12.6244,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0519,-12.6199,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1248,-12.6175,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1333,-12.6148,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1071,-12.6133,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0888,-12.6122,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1315,-12.6096,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1809,-12.6076,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.6632,-12.4478,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.5456,-12.2655,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.5532,-12.2392,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.3301,-12.1949,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.4954,-12.161,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.7324,-12.1228,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.521,-12.107,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.7424,-12.1061,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.7529,-12.0898,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.7598,-12.0791,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.783,-12.0468,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.7665,-12.0465,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.7826,-12.0284,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.808,-12.0071,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.6904,-11.8437,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-51.9155,-11.841,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.4655,-11.7816,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.2739,-11.7019,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0067,-11.6837,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.6032,-11.6522,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0355,-11.6371,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0528,-11.6146,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0533,-11.6069,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0653,-11.5996,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.4198,-11.5962,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.4161,-11.5908,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.4132,-11.5805,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.6785,-11.5568,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.0924,-11.554,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.403,-11.5508,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.3781,-11.5256,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.7088,-11.5185,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.7655,-11.4979,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.7634,-11.4939,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.1604,-11.4615,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.165,-11.4548,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.3377,-11.386,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.3314,-11.3229,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.3225,-11.2984,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-52.307,-11.2943,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-55.2641,-11.0195,2014-09-14,2015-08-29,"Soy_Millet","mod13q1_512"
-54.7602,-17.2819,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.8581,-17.2771,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7699,-17.2748,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7688,-17.2636,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7693,-17.2436,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7573,-17.2419,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7681,-17.2376,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7553,-17.2313,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7559,-17.1666,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7038,-17.1081,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.6771,-17.1031,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.6869,-17.1022,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7019,-17.1004,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.7439,-16.9896,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.0239,-16.9367,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9417,-16.9305,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9236,-16.9293,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9333,-16.9288,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.0133,-16.9276,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.0005,-16.9262,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9393,-16.9257,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9031,-16.9189,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9668,-16.9142,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9033,-16.8824,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.0332,-16.8348,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.0383,-16.8337,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.6645,-16.6864,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-55.1212,-15.9329,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-55.364,-15.7609,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.2136,-15.3888,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.1684,-15.3026,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-55.0492,-15.1939,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-55.0402,-15.187,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-54.9909,-15.1462,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.8484,-15.1126,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-53.9945,-14.9955,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2247,-14.5222,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2183,-14.5131,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2344,-14.49,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6542,-14.2271,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.4587,-14.1862,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.3396,-14.1809,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.333,-14.1808,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.1595,-14.1689,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.3054,-14.1681,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.8068,-14.1558,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.8134,-14.1536,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.7594,-14.1515,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.801,-14.1465,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.8118,-14.1449,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.7902,-13.8815,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.3226,-13.8238,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.1705,-13.8196,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2523,-13.7965,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2365,-13.7948,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2603,-13.7927,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.5111,-13.7452,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.7831,-13.5984,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.8749,-13.5492,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2889,-13.447,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2911,-13.4418,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2849,-13.4404,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.2998,-13.435,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-56.3011,-13.4306,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6852,-13.4115,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.677,-13.4038,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6884,-13.3999,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6729,-13.3962,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6848,-13.3953,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6824,-13.3894,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6793,-13.3822,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6796,-13.3753,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.6798,-13.3675,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.7415,-13.2808,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.7482,-13.2785,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.7348,-13.2778,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.7534,-13.2771,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
-57.747,-13.2716,2015-09-14,2016-08-28,"Soy_Millet","mod13q1_512"
